id,name,age,grade,gender
3041,Morgan Acosta,16,10,Female
3042,Hailey Dudley,16,10,Female
3043,Alexis Jefferson,17,11,Female
3044,Sarah Smith,16,10,Female
3045,Bradley Ortega,17,11,Male
3046,Aaron Smith,17,11,Male
3047,John Thomas,15,9,Male
3048,Jonathan Harris,17,11,Male
3049,Ann Howard,14,9,Female
3050,Samantha Carpenter,17,11,Female
3051,Jessica Atkinson,15,10,Female
3052,Malik Morgan,15,9,Male
3053,Melissa Williams,17,11,Female
3054,Margaret Larson,15,10,Female
3055,Jennifer Brewer,15,9,Female
3056,Kathy Meyer,16,10,Female
3057,Lisa Armstrong,16,11,Female
3058,Brian Craig,18,12,Male
3059,Sarah Pittman,18,12,Female
3060,Deborah Lewis,14,9,Female
3061,Kelly Murillo,18,12,Female
3062,Anna Miller,17,12,Female
3063,Julie Morrison,17,11,Female
3064,Raymond Fernandez,17,11,Male
3065,Hector Diaz,17,11,Male
3066,Erin Davis,16,11,Female
3067,Kelsey Baker,14,9,Female
3068,Austin Torres,18,12,Male
3069,Michelle Miller,15,9,Female
3070,Nathaniel Hughes,18,12,Male
3071,William Ferguson,18,12,Male
3072,Frederick Glover,16,11,Male
3073,Stacy Vasquez,17,12,Female
3074,Ann Smith,15,9,Female
3075,Jessica Murphy,18,12,Female
3076,Holly Cook,14,9,Female
3077,Leslie Nelson,17,12,Female
3078,Christine Turner,17,11,Female
3079,James Johns,16,10,Male
3080,Courtney Walker,15,10,Female
3081,Jason Moore,15,9,Male
3082,Timothy Adams,16,10,Male
3083,Christopher Hammond,16,11,Male
3084,George Patel,15,10,Male
3085,Seth Flynn,15,9,Male
3086,Courtney Sanchez,17,11,Female
3087,Melinda Zamora,16,11,Female
3088,Julia Gutierrez MD,15,10,Female
3089,Amy Martin,17,11,Female
3090,Timothy Warner,14,9,Male
3091,Mr. Gregg Klein,14,9,Male
3092,James Moore,18,12,Male
3093,Dr. Gabriel Fitzgerald MD,17,11,Male
3094,Stephanie Rubio,15,10,Female
3095,Jill Russo,16,11,Female
3096,Jessica Calderon,15,10,Female
3097,Julie Brown,14,9,Female
3098,David Hansen,18,12,Male
3099,John Fowler,14,9,Male
3100,Patrick Brown,17,11,Male
3101,Sean Taylor,17,11,Male
3102,Ashley Montes,17,11,Female
3103,Benjamin Willis,17,11,Male
3104,Sarah Ford,18,12,Female
3105,Brittany Hammond,16,11,Female
3106,Tyler Holmes,15,9,Male
3107,Erin Robinson,16,11,Female
3108,Nancy Dunlap,16,11,Female
3109,Claudia Weaver,14,9,Female
3110,Adrian Smith,17,11,Male
3111,Stephanie Taylor,15,9,Female
3112,Jennifer Carter,16,10,Female
3113,Holly Levy,17,11,Female
3114,Peter Bates,18,12,Male
3115,Kylie Thompson,17,11,Female
3116,Scott Frederick,15,10,Male
3117,Sean Johnson,18,12,Male
3118,Stephen Moss,18,12,Male
3119,Katherine Pratt,14,9,Female
3120,Kenneth Freeman,15,10,Male
3121,Tony Smith,15,9,Male
3122,Crystal Strickland DDS,17,11,Female
3123,Mikayla Griffin,17,12,Female
3124,Deborah Williams DVM,14,9,Female
3125,Thomas Smith,16,10,Male
3126,Kenneth Adams,15,9,Male
3127,Diana Rodriguez,17,12,Female
3128,Jeffrey Williams,17,12,Male
3129,Kimberly Campbell,16,10,Female
3130,Lisa White,17,11,Female
3131,Sandra Smith,14,9,Female
3132,Patricia Johnson,15,10,Female
3133,Amanda Marsh,15,9,Female
3134,Angela Smith,18,12,Female
3135,Mark Harris,16,11,Male
3136,Sarah Williams,15,10,Female
3137,Michael Mccall,14,9,Male
3138,Alexandra Kelley,17,12,Female
3139,Terry White,16,11,Male
3140,Wayne Smith,18,12,Male
3141,Taylor Carter,16,10,Female
3142,Heather Carroll,15,9,Female
3143,Mary Nguyen,16,11,Female
3144,Michael Lee,17,11,Male
3145,Dorothy Beck,15,9,Female
3146,Catherine Stevenson,15,9,Female
3147,Robert Elliott,16,10,Male
3148,Andrea Parker,16,11,Female
3149,Nicholas Martinez,17,11,Male
3150,Kyle Webb,17,11,Male
3151,Linda Miller,14,9,Female
3152,Sarah Henderson,17,12,Female
3153,Melissa Jones,17,11,Female
3154,Mrs. Anna Thomas,15,9,Female
3155,Jesse Alvarez,16,10,Male
3156,Julie Coleman,16,10,Female
3157,Lindsay Nicholson,17,12,Female
3158,Heather Rowland,17,11,Female
3159,Susan Butler,15,10,Female
3160,Christopher Baker,17,12,Male
3161,Juan Lopez,14,9,Male
3162,Stacie Patel,17,11,Female
3163,Mr. Christopher Drake,17,12,Male
3164,Brent Edwards,17,11,Male
3165,Dennis Larsen,15,9,Male
3166,Miguel Tanner,16,10,Male
3167,Joseph Ramirez,16,11,Male
3168,Madison Morrison,15,10,Female
3169,John Romero,16,11,Male
3170,Christopher Frazier,16,10,Male
3171,Benjamin Rodriguez,15,9,Male
3172,Kevin Brady,17,12,Male
3173,Nicholas Anderson,16,10,Male
3174,Thomas Ramos,17,11,Male
3175,Tyler Miller,17,12,Male
3176,Molly Robbins,16,11,Female
3177,Jeffrey Kirk,17,11,Male
3178,Kelly Parsons,18,12,Female
3179,Dakota Cook,16,10,Male
3180,Belinda Lane,18,12,Female
3181,Jeffery Jones,15,10,Male
3182,James Mcconnell,17,12,Male
3183,Walter Jenkins,18,12,Male
3184,Michael Reyes,17,11,Male
3185,Johnathan Robinson,15,10,Male
3186,Shirley Jackson,17,12,Female
3187,Danielle Armstrong,17,12,Female
3188,Holly Carpenter,16,10,Female
3189,Gabriel Huff,16,11,Male
3190,Deborah Alexander,15,10,Female
3191,Jeremy Turner,15,10,Male
3192,Donald Cardenas,15,10,Male
3193,William Duncan,17,12,Male
3194,Patricia Tucker,17,12,Female
3195,Zachary Tyler,16,11,Male
3196,Kimberly Swanson,17,11,Female
3197,Jon Terry,14,9,Male
3198,Barbara Kidd,15,10,Female
3199,Susan Murray,17,11,Female
3200,Ashley York,16,10,Female
3201,Melissa Velasquez DDS,15,9,Female
3202,Kevin Davis,15,9,Male
3203,Paige Walters,17,11,Female
3204,Daniel Long,16,11,Male
3205,Derek Gibson,15,9,Male
3206,Miss Kristin Simon DVM,18,12,Female
3207,Hannah Garcia,16,10,Female
3208,Catherine Grant,15,10,Female
3209,Stacey Jenkins,17,12,Female
3210,Mark Flores,16,11,Male
3211,Julia Stewart,17,11,Female
3212,Larry Sheppard,15,9,Male
3213,Robert Hendricks,16,11,Male
3214,Catherine Bridges,14,9,Female
3215,Lori Harrison,18,12,Female
3216,Frederick Garcia,14,9,Male
3217,Janet Gray,16,11,Female
3218,Ashley Day,18,12,Female
3219,Melinda Cooper,17,12,Female
3220,Shane Richardson,17,11,Male
3221,Larry Waller,14,9,Male
3222,Ronald Flores,16,10,Male
3223,Jennifer Gonzalez,18,12,Female
3224,Walter Smith,18,12,Male
3225,Timothy Lewis,15,9,Male
3226,Alexander Hart,18,12,Male
3227,Robin Ramirez,17,12,Female
3228,Shelby Parker,14,9,Female
3229,David Sanders,15,9,Male
3230,Melinda Ellis,16,11,Female
3231,Michael Long,17,12,Male
3232,Derrick Garcia,18,12,Male
3233,Derrick Hughes,18,12,Male
3234,Ashley Salazar,16,11,Female
3235,Angela Hill,15,9,Female
3236,Matthew Parker,17,11,Male
3237,Glen Boyer MD,15,10,Male
3238,Heather Wilkins,18,12,Female
3239,Rodney Green,17,11,Male
3240,Jacob Marshall,17,11,Male
3241,Keith Hall,15,10,Male
3242,Ana Parker,16,10,Female
3243,Kathleen Ward,18,12,Female
3244,Stephen Bryant,15,9,Male
3245,Samantha Reid,16,11,Female
3246,Ann Johnson,14,9,Female
3247,John Mullins,18,12,Male
3248,Heather Jones,14,9,Female
3249,Tamara Marquez MD,15,10,Female
3250,Megan Nguyen,16,10,Female
3251,Sean Lopez,14,9,Male
3252,Angela Vargas,17,12,Female
3253,Troy Bowman,18,12,Male
3254,Brandon Bennett,14,9,Male
3255,Richard Curry,16,11,Male
3256,Harry Martinez,16,11,Male
3257,Erik Russell,18,12,Male
3258,Justin Gregory,16,10,Male
3259,Christopher Adams,18,12,Male
3260,Jeremy Hall,17,11,Male
3261,Trevor Wang,18,12,Male
3262,Rebecca Gallagher,16,11,Female
3263,Sydney Bailey,17,11,Female
3264,Dr. Selena Logan,14,9,Female
3265,Ashley Gonzalez,15,9,Female
3266,John Clark,16,11,Male
3267,Phillip Browning,15,10,Male
3268,John Jacobs,16,11,Male
3269,Seth Chavez,14,9,Male
3270,Jermaine Wolf,14,9,Male
3271,Zachary Miller,17,11,Male
3272,Monique Spears,15,9,Female
3273,Joseph Leonard,16,10,Male
3274,Dustin Scott,17,11,Male
3275,Adam Hernandez,14,9,Male
3276,Andrew Stewart,15,9,Male
3277,Douglas Mitchell,18,12,Male
3278,Christopher Gonzalez,14,9,Male
3279,Henry Perez,16,11,Male
3280,Roger Hill,15,9,Male
3281,Kelly Lopez MD,15,10,Female
3282,Joseph Stephens,15,9,Male
3283,Jamie Moore,17,11,Female
3284,Colton Cross,18,12,Male
3285,Micheal Todd,16,11,Male
3286,Katherine Strickland,16,11,Female
3287,Charles Wright,16,11,Male
3288,Craig Morgan,14,9,Male
3289,Stephanie Davis,15,10,Female
3290,Peter Lawrence,16,10,Male
3291,Ashley Gilbert,16,11,Female
3292,Ellen Gardner,16,10,Female
3293,Stephen Gutierrez,17,11,Male
3294,Melissa Burns,17,12,Female
3295,Tasha Lee,17,11,Female
3296,Mrs. Abigail Coleman DVM,17,11,Female
3297,Diamond Daniel,17,12,Female
3298,Billy Pitts,17,12,Male
3299,Brandon Patrick,16,10,Male
3300,Kimberly Herrera,15,10,Female
3301,Andrea Sellers,17,11,Female
3302,Kristen Gregory,18,12,Female
3303,Kevin Townsend,17,12,Male
3304,Kristen Harrison,18,12,Female
3305,Craig Lambert,18,12,Male
3306,Amy Espinoza,17,11,Female
3307,Amy Brandt,16,10,Female
3308,Matthew Archer,17,12,Male
3309,Rachel Black,17,11,Female
3310,Elaine Williams,18,12,Female
3311,Tonya Cole,18,12,Female
3312,Jeremy Short,15,9,Male
3313,Sabrina Ford,17,11,Female
3314,Nicole Watson,17,12,Female
3315,Richard Johnson,17,12,Male
3316,Teresa Kelly,16,10,Female
3317,Jeanne Pineda,16,10,Female
3318,Jonathan Roy,18,12,Male
3319,Sara Smith,14,9,Female
3320,Erica Mendoza,15,10,Female
3321,Dorothy Kerr,14,9,Female
3322,Diana Duffy,14,9,Female
3323,April Conner,15,10,Female
3324,Sara Hughes,18,12,Female
3325,Denise Carroll MD,17,12,Female
3326,Julian Clark,17,12,Male
3327,Ryan Caldwell,17,12,Male
3328,Dr. Nicole Riggs,17,11,Female
3329,Julie Mendoza,15,10,Female
3330,Dr. Melissa Valencia,16,11,Female
3331,Kelly May,18,12,Female
3332,Lauren Patton,15,10,Female
3333,Kristen Chen,17,12,Female
3334,Christine Simmons,16,10,Female
3335,Emily Payne,15,10,Female
3336,Adam Hayes,16,10,Male
3337,Cassandra Mccormick,18,12,Female
3338,Tanya Baker,16,10,Female
3339,Jennifer Nash,16,10,Female
3340,Michelle Cook,16,10,Female
3341,Tracey Montoya,17,12,Female
3342,Kayla Wood,18,12,Female
3343,Eric Scott,16,10,Male
3344,Sydney Krause,14,9,Female
3345,Sharon Velasquez,17,12,Female
3346,Cynthia Williams,15,9,Female
3347,Anthony Wilson,14,9,Male
3348,Kathryn Anderson,15,10,Female
3349,Donna Nelson,17,11,Female
3350,Kelli Wallace,15,10,Female
3351,Brianna Berry,14,9,Female
3352,Joanna Graham,15,9,Female
3353,Corey Dean,15,10,Male
3354,Amanda Morton,18,12,Female
3355,Jonathan Garcia,16,10,Male
3356,Kathryn Mclaughlin,18,12,Female
3357,Jordan Warren,16,11,Female
3358,Joanna Martin,16,11,Female
3359,Rickey Hayes,18,12,Male
3360,Angela Martinez,15,10,Female
3361,Kayla Sampson,17,11,Female
3362,Diane Cox,14,9,Female
3363,Anthony Gutierrez,15,9,Male
3364,Jamie Torres,17,11,Female
3365,Emily Sutton,16,10,Female
3366,Krystal Roth,17,11,Female
3367,Sydney Chan,18,12,Female
3368,Jeffrey Castillo,17,11,Male
3369,Michael Henderson,15,10,Male
3370,Troy Campbell,14,9,Male
3371,Gregory Gonzales,16,10,Male
3372,Peter Walker,18,12,Male
3373,Aaron Jones,16,10,Male
3374,Kimberly Rodriguez,15,10,Female
3375,Rick Harrison,17,12,Male
3376,Mary Barron,17,11,Female
3377,David Fisher,15,10,Male
3378,Anthony Roberts,16,11,Male
3379,Michelle Ortiz,14,9,Female
3380,Michelle Smith,15,10,Female
3381,Elizabeth Carroll,17,11,Female
3382,Michael Dawson,17,12,Male
3383,Julie Johnson,16,11,Female
3384,Morgan Cummings,15,9,Female
3385,Brittany Lee,18,12,Female
3386,Katherine Fry,16,11,Female
3387,Jim Wiggins,16,10,Male
3388,Jody Barr,15,9,Female
3389,Eddie Love,16,10,Male
3390,David Hansen,16,10,Male
3391,Rebekah Durham,17,11,Female
3392,Anna Odonnell,17,11,Female
3393,Lindsey Wilson,16,11,Female
3394,Crystal Young,16,11,Female
3395,Phillip Phillips,17,11,Male
3396,Scott Khan MD,17,11,Male
3397,Morgan Krause,16,11,Female
3398,Deborah Suarez,14,9,Female
3399,Theresa Schaefer,16,11,Female
3400,Kelsey Ellis,16,11,Female
3401,Diane Allison,15,10,Female
3402,David Hull,16,11,Male
3403,Sydney West,15,10,Female
3404,Travis Ramirez,16,11,Male
3405,Gary Orozco,15,9,Male
3406,Michael Collins,18,12,Male
3407,Michelle Park,18,12,Female
3408,Michael Mercado,18,12,Male
3409,Albert Smith,16,10,Male
3410,Daniel Saunders,15,10,Male
3411,Amy Sellers,14,9,Female
3412,Dominique Bradshaw,18,12,Female
3413,Mr. James Stephens,17,11,Male
3414,Joanna Diaz,15,9,Female
3415,Matthew Vega,15,10,Male
3416,Steven Hamilton,15,9,Male
3417,Stephanie Downs,18,12,Female
3418,Dawn Garner,16,11,Female
3419,Joshua Jackson,15,9,Male
3420,Jamie Jones,18,12,Female
3421,Joshua Carroll,16,10,Male
3422,Jessica Lloyd,14,9,Female
3423,Stephanie Rodriguez,18,12,Female
3424,Kevin White,14,9,Male
3425,Edwin Case,17,11,Male
3426,Victoria Howell,16,10,Female
3427,Tyler Glover,16,10,Male
3428,Alexander Pittman,15,10,Male
3429,Jennifer Brown,18,12,Female
3430,Denise James,16,11,Female
3431,Dennis Johnson,17,11,Male
3432,Katie Spencer,18,12,Female
3433,William Williams,15,10,Male
3434,Steven Knight,16,10,Male
3435,Rose Torres,16,10,Female
3436,Joseph Nelson,14,9,Male
3437,Ronald Kim,14,9,Male
3438,Matthew Nichols,16,11,Male
3439,Alexandra Hall,15,10,Female
3440,Sabrina Pope,17,12,Female
3441,Wendy Smith,15,10,Female
3442,Angela Moore,16,11,Female
3443,Daniel Thompson,16,11,Male
3444,Dr. Michael Garcia,18,12,Male
3445,Judith Barron,17,12,Female
3446,Franklin Thompson,17,11,Male
3447,Peter Johns,16,10,Male
3448,Amber Mueller,17,12,Female
3449,Emily Coffey,16,11,Female
3450,Dawn Tate,16,11,Female
3451,John Guerrero,15,10,Male
3452,Kimberly Mason,15,10,Female
3453,Thomas Peck,16,10,Male
3454,Allen Williams,16,11,Male
3455,Jennifer Reed MD,14,9,Female
3456,John Taylor,15,10,Male
3457,Kenneth Hinton,17,12,Male
3458,Erica Robinson,15,10,Female
3459,Eric Cox,14,9,Male
3460,Charlotte Miles,15,9,Female
3461,Natalie Heath MD,17,11,Female
3462,Sheila Manning,14,9,Female
3463,Joseph Baker,15,10,Male
3464,Jessica Cole,17,12,Female
3465,Cassandra Boyer,15,9,Female
3466,Randy White,16,11,Male
3467,Bethany Gilmore,16,11,Female
3468,Gregory Cook,17,11,Male
3469,Benjamin Salazar,18,12,Male
3470,Timothy Jones,15,9,Male
3471,Heather Thomas,18,12,Female
3472,Alexis Miller,17,11,Female
3473,Alex Johnson,16,11,Male
3474,Dr. Katherine Harvey DDS,16,11,Female
3475,Matthew West,15,10,Male
3476,John Thomas,16,10,Male
3477,Kelly Sexton,18,12,Male
3478,Ricky Wu,18,12,Male
3479,Michael Arnold,16,10,Male
3480,Jeremy Ayala PhD,14,9,Male
3481,Anthony Bradley,16,11,Male
3482,Arthur Thornton,14,9,Male
3483,Meghan Martinez,14,9,Female
3484,Keith Meyers,16,10,Male
3485,Franklin Clark,15,10,Male
3486,Briana Shah,16,11,Female
3487,Lee Johnson,15,10,Male
3488,Jennifer Mullen,16,11,Female
3489,Keith Black,15,9,Male
3490,Chloe Lawrence,17,11,Female
3491,Brianna Campbell,18,12,Female
3492,Laura Sanders,16,10,Female
3493,Vicki Dalton,17,12,Female
3494,Hannah Hartman,15,9,Female
3495,Lisa Blevins,17,11,Female
3496,Ryan Jones,15,10,Male
3497,Erika Medina,17,12,Female
3498,Erin White,17,12,Female
3499,Kathryn Ryan,15,9,Female
3500,Jonathan Roberts,18,12,Male
3501,Brandy Fitzpatrick,17,12,Female
3502,Louis Strickland,15,9,Male
3503,Jason Black,17,11,Male
3504,Charles Nguyen,15,10,Male
3505,Robin Williams,17,11,Female
3506,Justin Hughes,15,10,Male
3507,Lisa Brandt,15,10,Female
3508,Joseph Wright,18,12,Male
3509,Michael Hammond,14,9,Male
3510,Kayla Kline,15,10,Female
3511,Taylor Knight,15,9,Female
3512,Steven Reid,18,12,Male
3513,James Jackson,17,12,Male
3514,William Chavez,15,10,Male
3515,Leslie Ayala,15,10,Female
3516,Lori Estrada,16,11,Female
3517,Keith Aguirre,14,9,Male
3518,David Miller,18,12,Male
3519,Jasmine Foster,16,10,Female
3520,Emily Vazquez,15,9,Female
3521,Brandy Skinner,14,9,Female
3522,Richard Blake,16,10,Male
3523,Kristen Brown,15,10,Female
3524,Chris Cooper,16,11,Male
3525,Eric Johnson,16,11,Male
3526,Holly Cooper,17,12,Female
3527,Sheri Allen,14,9,Female
3528,Anthony Blackburn,15,9,Male
3529,Natalie Hernandez,17,11,Female
3530,Charlotte Christian,15,10,Female
3531,Dustin Tran,17,12,Male
3532,Kevin Morrison,16,11,Male
3533,Martha Wood,18,12,Female
3534,Darrell Jordan,16,11,Male
3535,Robert Wells,17,11,Male
3536,Lee Dawson,18,12,Male
3537,Brandon Stone,16,10,Male
3538,Joshua Cruz,15,10,Male
3539,Nicole Mata,16,10,Female
3540,Brian Taylor,15,9,Male
3541,Ronald Gray,15,10,Male
3542,Joshua Fisher,15,10,Male
3543,Ryan Ramirez,18,12,Male
3544,Paige Williams,14,9,Female
3545,Jerry Herring,15,9,Male
3546,Tina Johnson,17,11,Female
3547,Jason Cruz,17,11,Male
3548,Jessica Wagner,14,9,Female
3549,Vanessa Fleming,14,9,Female
3550,Andre Johnson,15,9,Male
3551,Jade Garcia,17,11,Female
3552,Paul Frazier,14,9,Male
3553,Christopher Valenzuela,16,11,Male
3554,Michael Cruz,15,9,Male
3555,Lisa Sparks,15,9,Female
3556,Kenneth Thomas,17,11,Male
3557,Andrea Wilson,15,9,Female
3558,Greg Cook,16,11,Male
3559,Christopher Gutierrez,16,11,Male
3560,Heather Reed,17,11,Female
3561,Amanda Houston,15,10,Female
3562,Jimmy Thompson,18,12,Male
3563,Debra Pierce,17,12,Female
3564,Candice Lopez,17,12,Female
3565,Adam Mcgee,17,11,Male
3566,Jennifer Kidd,16,10,Female
3567,Robin Johnson,16,10,Female
3568,Christine Lee,16,11,Female
3569,Kimberly Carlson,17,12,Female
3570,Crystal Adams,17,11,Female
3571,Sean Harding,17,11,Male
3572,Melissa Douglas,15,10,Female
3573,Tammy Blanchard,16,10,Female
3574,Nathan Meadows,16,10,Male
3575,Robert Snow,15,10,Male
3576,Christopher Foley,14,9,Male
3577,Faith Mcdonald,17,11,Female
3578,Benjamin Ross,16,11,Male
3579,Jill Marquez,16,11,Female
3580,Dustin Brewer,15,10,Male
3581,Carly Moss,17,11,Female
3582,Isaac King,14,9,Male
3583,Amy Goodwin,16,10,Female
3584,Johnathan Morales,17,12,Male
3585,Sarah Graham,17,12,Female
3586,Mindy Carson,17,11,Female
3587,Shawn Sanchez,16,11,Male
3588,Terry Evans,14,9,Male
3589,Anthony Coleman,14,9,Male
3590,Donna Kennedy,15,9,Female
3591,Jackson Madden,14,9,Male
3592,Nancy Pope,16,11,Female
3593,Ronnie Hernandez,17,12,Male
3594,Mark Cross,18,12,Male
3595,Carol White,18,12,Female
3596,Ian Brown,14,9,Male
3597,Rhonda Avila,16,10,Female
3598,Dawn Diaz,14,9,Female
3599,Michelle Torres,15,9,Female
3600,Francisco Strickland,15,10,Male
3601,Randall Dominguez,16,10,Male
3602,Scott Ward,18,12,Male
3603,Leah Harris,14,9,Female
3604,Lydia Cooper,14,9,Female
3605,Charles Johnson,18,12,Male
3606,Michael Stafford,16,10,Male
3607,Mr. Oscar Cook,15,9,Male
3608,Becky Esparza,18,12,Female
3609,Richard Vasquez,18,12,Male
3610,Corey Martinez,18,12,Male
3611,Angela Hayes,17,12,Female
3612,Scott Gill,15,10,Male
3613,Kimberly Olson,16,10,Female
3614,Amanda Young,15,10,Female
3615,Yvonne Green,17,12,Female
3616,William Lawson,18,12,Male
3617,Brian Wheeler,16,10,Male
3618,Jimmy Russell,17,12,Male
3619,Jeffrey Ritter,14,9,Male
3620,Rachel Miller,17,12,Female
3621,William Wilkinson,14,9,Male
3622,Shawn Phillips,16,10,Male
3623,John Lam,18,12,Male
3624,Cody Combs,17,11,Male
3625,Jonathan Gilbert,17,11,Male
3626,Andrew Vaughn,15,10,Male
3627,Michael Matthews DVM,15,10,Male
3628,Richard Brown,17,11,Male
3629,Christopher Gilmore,16,10,Male
3630,Mr. Michael Webster,17,11,Male
3631,Daniel Carpenter,17,12,Male
3632,Lydia Barnes,17,12,Female
3633,Susan Thornton,17,12,Female
3634,Amy Ramirez,15,9,Female
3635,Henry Bowen,15,10,Male
3636,Ashley Bradshaw,15,9,Female
3637,Mark Fuller,17,11,Male
3638,Jermaine Rios,14,9,Male
3639,Daryl Salazar,16,11,Male
3640,Lauren Barry,14,9,Female
3641,Alejandro Joseph,18,12,Male
3642,Miranda Young,18,12,Female
3643,Nathan Davis,16,10,Male
3644,Dakota Case,17,12,Male
3645,Melissa Matthews,15,10,Female
3646,Catherine Keller,15,9,Female
3647,Teresa Phillips,17,12,Female
3648,William Olson,16,11,Male
3649,Ryan Fowler,16,11,Male
3650,Brandon Stephens,17,12,Male
3651,Lisa Matthews,16,11,Female
3652,Dr. Heather Rice MD,17,11,Female
3653,Michele Barber,15,9,Female
3654,Alicia Huynh,15,9,Female
3655,Lucas Young,15,10,Male
3656,Tracy Cowan,15,10,Female
3657,James Robinson,15,9,Male
3658,Walter Garcia,17,11,Male
3659,John Jackson,16,11,Male
3660,Michaela Williams,14,9,Female
3661,Nathan Jones,16,10,Male
3662,Brent Hancock,15,10,Male
3663,Paul Payne,17,12,Male
3664,Megan Bishop,18,12,Female
3665,Felicia Gray,17,12,Female
3666,Jamie Walker,17,11,Female
3667,John Cooper,14,9,Male
3668,Jeremy Taylor,15,10,Male
3669,Kelly Mccann,18,12,Female
3670,Daniel Cortez,14,9,Male
3671,Rebecca Mcdonald,14,9,Female
3672,Heather Sims,15,9,Female
3673,Timothy Bell,17,11,Male
3674,Diane Jenkins,17,11,Female
3675,Brian Ramirez,17,12,Male
3676,Johnny Webster,16,10,Male
3677,Jacqueline Thompson,17,12,Female
3678,Megan Blackwell,18,12,Female
3679,Wayne Ray,18,12,Male
3680,Dylan Allen,17,11,Male
3681,Billy Hardy,16,10,Male
3682,Jennifer Woods,16,10,Female
3683,Elizabeth Waller,15,9,Female
3684,Jerry Buck,18,12,Male
3685,Regina Sutton,17,11,Female
3686,Curtis French,16,10,Male
3687,Heather Li,17,11,Female
3688,Jimmy Robinson,15,9,Male
3689,Renee Gregory,17,12,Female
3690,Nicholas Cobb,17,11,Male
3691,Andrew Valdez,16,10,Male
3692,Jesse Bell,15,10,Male
3693,Jonathan Bailey,14,9,Male
3694,Kevin Koch,17,12,Male
3695,Dennis Baldwin,14,9,Male
3696,Amy Nguyen,17,12,Female
3697,Patricia Clark,15,10,Female
3698,Crystal Bender,18,12,Female
3699,William Schultz,14,9,Male
3700,Amanda Foley,16,11,Female
3701,Kenneth Harvey,18,12,Male
3702,Dr. Scott Reynolds,15,9,Male
3703,Kelly Boyd,17,12,Female
3704,Michael Davis,18,12,Male
3705,Jacqueline Scott,16,11,Female
3706,Peter Gregory,18,12,Male
3707,Dustin Bentley,15,9,Male
3708,Adam Price,16,11,Male
3709,Sabrina Williams,16,10,Female
3710,Emily Harris,18,12,Female
3711,Amy Johnson,17,12,Female
3712,Timothy Freeman,18,12,Male
3713,Denise Bell,17,11,Female
3714,Andrea Davis,15,9,Female
3715,Dale Mcdaniel,15,10,Male
3716,Kristie Rogers,18,12,Female
3717,Angela Young,17,12,Female
3718,Roy Park,18,12,Male
3719,Tony Wilson,16,11,Male
3720,Thomas Hill,14,9,Male
3721,Shelby Mills,18,12,Female
3722,Cody Bray,16,11,Male
3723,Karen Stone,17,11,Female
3724,Angela Dean,14,9,Female
3725,Victoria Williams,16,10,Female
3726,Rebecca Reyes,14,9,Female
3727,Emily Scott,15,9,Female
3728,Christine Hall,15,9,Female
3729,Dustin Delgado,17,11,Male
3730,Katherine Mejia,15,9,Female
3731,Jennifer Bates,15,9,Female
3732,Miss Amanda Hayden MD,16,11,Female
3733,Phillip Martinez,14,9,Male
3734,Matthew Wang,16,11,Male
3735,Zachary Smith,18,12,Male
3736,John Craig,15,10,Male
3737,Kimberly Quinn,16,10,Female
3738,Sandra Williams,18,12,Female
3739,Jacqueline Jones DDS,14,9,Female
3740,Christopher Bartlett,14,9,Male
3741,Timothy Johnson,15,9,Male
3742,Jennifer Stevens,18,12,Female
3743,Christopher Logan,17,12,Male
3744,Jennifer Cohen,17,12,Female
3745,William Peterson,18,12,Male
3746,Dr. Grant Williams,17,11,Male
3747,William Doyle,18,12,Male
3748,Jason Rush,18,12,Male
3749,Kathleen Knight,17,11,Female
3750,James Ayers,16,11,Male
3751,Matthew Nielsen,18,12,Male
3752,Ronald Arnold MD,16,10,Male
3753,Elizabeth Hull,16,11,Female
3754,Manuel Johnson,18,12,Male
3755,Joanna Barnes,16,10,Female
3756,Marcus Bradford,17,12,Male
3757,Michelle Brewer,18,12,Female
3758,Thomas Woods,17,12,Male
3759,Wendy Richards,16,11,Female
3760,Christy Lewis,17,12,Female
3761,Gary Gross,16,11,Male
3762,Colton Gibbs,14,9,Male
3763,Tina Johnson,14,9,Female
3764,David Robinson,18,12,Male
3765,Jennifer Rose,14,9,Female
3766,Vernon Martinez,16,10,Male
3767,Ricardo Haynes,17,11,Male
3768,John Reed,16,11,Male
3769,Tina Jackson,14,9,Female
3770,Matthew Lewis,16,11,Male
3771,Todd Taylor,18,12,Male
3772,Bruce Alexander,17,11,Male
3773,Christopher Cox,18,12,Male
3774,Tracy Weeks,15,10,Female
3775,Sean Vaughan,15,10,Male
3776,William Kim,15,9,Male
3777,Jared Campbell,15,9,Male
3778,Ryan Schneider,14,9,Male
3779,Crystal Henry,17,11,Female
3780,Jeffrey Fisher,15,9,Male
3781,Joann Reynolds,18,12,Female
3782,Patrick Cobb,14,9,Male
3783,Laura Snyder,15,9,Female
3784,Micheal Carr,17,11,Male
3785,Kyle Roman,14,9,Male
3786,Sarah Gonzales,16,10,Female
3787,Douglas Rhodes,16,11,Male
3788,Elizabeth Kemp,15,9,Female
3789,Monica Day,16,11,Female
3790,Susan Mcdonald,15,10,Female
3791,Pamela Garrett,16,10,Female
3792,Paul Ferguson,17,11,Male
3793,Alicia Chavez,14,9,Female
3794,Shelby Lewis,18,12,Female
3795,Lisa Taylor,14,9,Female
3796,Sally Hardy,16,10,Female
